index,text,label
311,An opinion article in a campus newspaper states that in an all-campus survey 95% of students think that tuition should be lowered and therefore tuition should be lowered immediately.,ad populum
312,"Taxation is necessary for a government to function effectively, which in turn allows the government to serve its people. In short, taxes are payment for governmental services we otherwise take for granted.",fallacy of red herring
313,"Degrees are costing increasingly more to attain, reducing the overall lifetime earnings by quite a bit.",circular reasoning
314,"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!",circular reasoning
315,You won't. Source: You can save probably more than 100 lives in Africa right now by selling all of your possessions and donating it all.,ad hominem
316,We now produce the best program in existence; four thousand businesses subscribe to our program.,ad populum
317,People who wear glasses are smarter.,faulty generalization
318,Trying to convince others that everyone is doing it or everyone feels this way so they should too.,ad populum
319,"If someone said, ""all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid,"" what logical fallacy are they using?",intentional
320,what about babys?,false causality
321,Shakira is the best singer in the world because she is the most talented singer there is.,circular reasoning
322,"""Energy cannot be created or destroyed; it merely changes form.""
Energy is all that exists; interaction with a singular entity is impossible. Therefore, a singular entity cannot exist. However, energy is energetic; it must move. There is only one option: separation within itself.",circular reasoning
323,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay",intentional
324,"Michael Jordan wears Hanes underwear, so you should too!",fallacy of credibility
325,Actually Java uses references/pointers only so this argument should be against Java.,fallacy of red herring
326,"If I eat this donut today, I'll probably do it again tomorrow and the next day, and then I'll never be able to eat healthy again.",faulty generalization
327,Almost everyone at my school will be at the party Friday night. It must be the right thing to do.,ad populum
328,"Speaker 1: You should trust the Bible because it's the Word of God.
 Speaker 2: How do you know it's the Word of God?
 Speaker 1: Because God tells us it is.
 Speaker 2: Where does God tell us this?
 Speaker 1: Right here, in the Bible.",circular reasoning
329,Static typing leads to large codebases with more files and classes compared to dynamically typed languages. It also forces the continual creation of logic which has nothing to do with the actual problem being solved. And which have to be maintained too.,false causality
330,"All stars are exploding balls of gas.
Miley Cyrus is a star.
Therefore, Miley Cyrus is an exploding ball of gas",equivocation
331,"Bill claims that tax breaks for corporations increases development. Of course, Bill is the CEO of a corporation.",ad hominem
332,"Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?",ad hominem
333,"A is true because B is true, and B is true because C is true, and C is true because A is true.",circular reasoning
334,Slavery and Jim Crow destroyed the lives of people whose descendants now appear to be less well off because of their skin color instead of due to historic prejudice and terrorism and exclusion from power networks,ad populum
335,"My opponent in this debate wants all of you to increase taxes for a recycling program, but his own company has been fined over a dozen times for pollution and environmental damage.",ad hominem
336,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
 Speaker 2: Why are you worried about poverty? Look how many children we abort every day.",fallacy of red herring
337,We have no evidence that the Illuminati ever existed. They must have been so clever that they destroyed all the evidence.,intentional
338,"Banning things doesn't tend to decrease its presence by all that much. Take Iran for example. Alcohol is banned there, yet 60,000,000 liters of it is still consumed there each year.",faulty generalization
339,"""The majority of people are voting for John Doe, so he must be the best candidate.""",ad populum
340,“I didn’t see you at the charity fundraiser today. I guess you are not a good person after all.”,false dilemma
341,"""You haven't held a steady job since 1992. Worse than that, we couldn't find a single employer who'd provide you with a good reference.""",ad hominem
342,"Someone really should move this ""˜deer crossing' sign. This is a dangerous stretch of highway and the deer really should be crossing somewhere else.",false causality
343,"If you allow the students to redo this test, they are going to want to redo every assignment for the rest of the year.",faulty generalization
344,"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a text book in my medical exam.",fallacy of logic
345,All tall people are good basketball players.,faulty generalization
346,First they respect them. Then we're giving them money.,fallacy of slippery slope
347,"Your honor, if we let Pinocchio get away with lying, what's next? Stealing? Murder? ...",faulty generalization
348,What persuasive technique is being used in this photo?,ad populum
349,OJ Simpson couldn't have murdered his wife. He's in the Pro Football Hall of Fame. He's famous!,fallacy of red herring
350,comparison or metaphors to relate ideas or situations that are not really that similar,fallacy of logic
351,"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials.",fallacy of credibility
352,"If we teach anton how to drive the car, he'll want to learn how to fly helicopters next!",faulty generalization
353,"Since Lucy Sutton became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Sutton bears sole responsibility for the downtrend.",false causality
354,Kimmel is ignorant.,ad hominem
355,"""If we let teenagers wear whatever they want to school, they will no longer respect the rules and academic performance will decline.""",faulty generalization
356,"Haha, fair enough. You win on this point.",fallacy of red herring
357,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation.",fallacy of credibility
358,Great civilizations are the true historical winners that should deserve praise. Why was the Computer not developed in non-white countries? Why was the Industrial revolution not shared with the world from China or India? Why was the theory of Evolution or Relativity achieved in white society?,circular reasoning
359,"""You should never break traffic laws.""
 ""Who are you to speak? You've gotten over fifteen speeding tickets!"" What is this?",ad hominem
360,being mainstream was never the goal.,fallacy of red herring
361,"The owner of the car dealership by my house told me I need a new car, and he would know since he works in the industry.",fallacy of credibility
362,"I have served over 20 years in the military, and based on my professional opinion, I believe more money needs to be spent on protective armor and military vehicles.",fallacy of credibility
363,"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true.",faulty generalization
364,"If you allow one student to take an online course, soon
 everyone will want to, and the schools will be empty.",faulty generalization
365,you get stoned and hungry and you will spend all your money in food,fallacy of slippery slope
366,Europeans paid taxes and their military industries used the money to bomb endlessly and sell weapons there.,fallacy of red herring
367,"If I eat fast food for dinner, then I have a stomach ache in the evening. I had a stomach ache this evening. Therefore I ate fast food for dinner.",fallacy of logic
368,America: love it or leave it. Either you're for us or against us.,false dilemma
369,Texting has killed people's ability to write in complete sentences with proper grammar.,false causality
370,We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence,intentional
371,I don't see what's wrong with engaging the services of a professional escort.,appeal to emotion
372,"Everyone is selfish; everyone is doing what he believes will make himself happier. The recognition of that can take most of the sting out of accusations that you're being ""selfish."" Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?
What's the logical fallacy?",ad populum
373,A persuasive technique meant to influence a person's emotions.,appeal to emotion
374,"Biology teacher: The theory of evolution states that all species evolve, even humans. Student: I can't accept that humans came from bugs.",fallacy of extension
375,Gus disagrees,fallacy of credibility
376,"From resource point of view: It's 2016, no 1980.",fallacy of red herring
377,"Parent: I really don't want you to smoke pot. It's still illegal, and could get you into trouble.
 Child: Didn't you smoke pot when you were my age? You must not think it's a big deal.",ad hominem
378,"""Eat great food at our restaurant, or eat sad, boring meals at home.""",false dilemma
379,"""Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft.""",fallacy of credibility
380,Poorer defendants can't afford good lawyers,fallacy of red herring
381,"Wife: ""I see Mr. Smith is cooking out on his new barbecue grill."" Husband: ""So his wife finally got fed up with his unfaithfulness!""",equivocation
382,My car broke down yesterday. Cars are worthless.,faulty generalization
383,"Says Robot 2, attacking Robot 1 instead of his arguments.",ad hominem
384,You can't give me a C. I'm an A student.,circular reasoning
385,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously.",faulty generalization
386,"The creation of a patch relies on the existence of contracts or ""enhancing the image of the developers"". Just the problem to be visible doesn't implies that someone is going fix it.",circular reasoning
387,"People have believed that fish is ""brain food"" for decades, so I don't believe the FDA when they claim that eating fish does not enhance the intellect.",fallacy of credibility
388,There is no system of government that is 100% flaw-free. Nothing is perfect.,ad populum
389,If Mr. Stiedemann assigns us homework then I can't work on other assignments in my other classes. Then my teachers will get mad and cause me to get angry. Then my anger will lead to behavioral issues and I'll get suspended.,faulty generalization
390,"""If my years as a Marine taught me anything, it's that caution is the best policy in this sort of situation.""?",fallacy of credibility
391,That's what you'd expect someone like him/her to say,ad hominem
392,What constitutes 'creationism'? What evidence is there that the universe we observe was not created?,fallacy of red herring
393,I don't see anyone putting in effort anytime soon,ad populum
394,This legislation is sinful because it is the wrong thing to do.,circular reasoning
395,"The definition of gender itself is 'the state of being male or female' not the state of being one of the '58 genders', therefore we only have two options for genders, male and female. Since gender is decided at birth because of our biological sex, a man cannot be a woman and vice versa.",fallacy of red herring
396,"But
only cops should be allowed to own bullets",fallacy of red herring
397,"A legal system can be faulty. (killing Jews was legal in the legal system of Nazi Germany)
An action is being undertaken by government towards a person against his will, whether you'd call this purifying the race or taxation to justify it is irrelevent.",fallacy of red herring
398,"If you miss practice, it means you were probably goofing off. People who goof off drop out of school and end up penniless.",faulty generalization
399,Senator Ribbit is a liar. You shouldn't listen to him on anything.,ad hominem
400,Competition does provide rather the worst properties of mankind than the best.,fallacy of red herring
401,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it.",intentional
402,"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",faulty generalization
403,"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?",faulty generalization
404,"If you don't study, you'll fail your test. Then you will do poorly in the class and your GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up homeless.",faulty generalization
405,A real video game would include set goals!,intentional
406,Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.,faulty generalization
407,"technology happens due to successful scientists. there is no evidence that banks, landlords and plutocracy are essential for a scientist to succeed. they merely need sufficient material resources and any economic system can provide that. it is also wrong that wealth is possible only in capitalism :)",slothful induction
408,"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers.""",false causality
409,Students are poor writers because they watch too much TV,false causality
410,It is the center of the spectrum of two extremes of deficiency and excessiveness.,fallacy of red herring
411,No one should believe our dear lady Senator who have had an adulterous relationship.,ad hominem
412,"I’m not a doctor, but I play a doctor on TV, and I wouldn’t dream of using anything but Tylenol for my toughest headaches. ",fallacy of credibility
413,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""Speaking of exercise, have you ever played 'Just Dance'? What a great workout!""",fallacy of red herring
414,It would protect the country from the whims of the unintelligent who have no idea what is good for the nation.,false causality
415,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).,fallacy of credibility
416,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?",appeal to emotion
417,I've had bad luck for so long that I'm bound to have good luck now.,false causality
418,"But of course, but dropping bombs isn't the only way to do that.",fallacy of red herring
419,Dr. Bloom cannot be a competent marriage counselor because he is divorced.,ad hominem
420,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.""",faulty generalization
421,"""My roommate said her philosophy class was hard, and the one I'm in is hard, too. All philosophy classes must be hard!""",faulty generalization
422,People like to walk on the beach. Beaches have sand. We should put sand on the floor in our living room.,fallacy of logic
423,"Karen: I am sorry, but if you think man used to ride dinosaurs, then you are obviously not very well educated.
Kent:  First of all, I hold a PhD in creation science, so I am well-educated.  Second of all, your ad hominem attack shows that you are wrong, and man did use to ride dinosaurs.
Karen:  Getting your PhD in a couple of months, from a “college” in a trailer park, is not being well-educated.  My fallacy in no way is evidence for man riding on dinosaurs, and despite what you may think, the Flintstone’s was not a documentary!
",fallacy of logic
424,The number of frameworks and their rate of proliferation makes it impossible for anyone to keep up with them while still doing any actual work.,fallacy of red herring
425,"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.",circular reasoning
426,"The reason the firmament, a tent-like structure that kept the ""waters above"" from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah's flood.",circular reasoning
427,"Al Gore's support of the discussion of sexual orientation issues on Ellen is dangerous: he advocates the exposure of children to sexually explicit materials, which is wrong.",fallacy of extension
428,"Ted: Biological evolution is both a theory and a fact.
 Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!
 Ted: Actually, that is a gross misrepresentation of my assertion. I never claimed we evolved from pond scum. Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent. The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension
429,That song is stupid because I don't know that musician.,fallacy of red herring
430,"This is incorrect. Again, rights are either protected by the state of they are not. Human and civil rights exist outside of states. If you are born in a country under an oppressive regime, you still have human rights even if the political forces are infringing on them.",circular reasoning
431,We dont know when backward incompatible Angular3 will come out,fallacy of slippery slope
432,"Pamela never lies. She told me herself, so it must be true.",circular reasoning
433,People who learn from their mistakes don't repeat them.,faulty generalization
434,Decriminalizing marijuana turns the U.S. into a stoner nation,faulty generalization
435,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,ad hominem
436,The vast majority of prostitutes are trafficed women forced into effective slavery of the worst kind. Legalising it because of a liberal middle class fantasy removes the protection of the law from those who most need it,fallacy of red herring
437,"Aaron Rodgers says you should get State Farm Insurance on your home, car, motorcycle, or trailer!",fallacy of credibility
438,"The political commercials described the mayor as a ""monster"" who ""hated babies"" but they never discussed his plans for the city.",ad hominem
439,"Kent: My new car is really fast.
 
 Cal: I doubt that it is as fast as a jet fighter so, therefore, it is not fast.",fallacy of extension
440,"We need to stop allowing colleges to increase tuition every year. The next thing we know, it's going to cost more to attend college for one semester than it is to buy a new home!",faulty generalization
441,"I ate Oreos, and then I was sick the next day. It must have been the Oreos that caused my sickness.",false causality
442,Students tell Ms. Higgins her hair color looks different on her. Ms. Higgins can't believe her students called ugly and horrendous to look at.,fallacy of extension
443,I am only slightly obese. That is perfectly normal here in America.,intentional
444,"Billy - ""An apple is a vegetable."" 
 Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
445,"""Good morning! Have you gotten over the grouchy mood you were in?""",intentional
446,"Bert: How do eyes project an image to your brain?
 Ernie: Think of it as a little guy in your brain watching the movie projected by your eyes.
 Bert: Ok, but what is happening in the little guy in your head's brain?
 Ernie: Well, think of it as a little guy in his brain watching a movie...",circular reasoning
447,My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren't the cause of obesity.,faulty generalization
448,We believe on what we believe in.,intentional
449,"if what you're saying is true and there has to be life is it better to not look for it. Because if they are smart enough to communicate with us planet,they also most likely have the power to destroy us. So it's not a question of if they exist It is a question of are we willing to find out.",fallacy of red herring
450,It would help keep people out of poverty and reduce poverty related costs.,false causality
451,"Oh, please. What would you know about labor laws? You don't even have a job.",ad hominem
452,Everybody does it. You should too.,ad populum
453,Very long lines usually indicate poor quality code,fallacy of red herring
454,If we ban cell phones because they are bad for teenagers next the government will ban all iPods and eventually all video games as well.,faulty generalization
455,"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.",circular reasoning
456,"If one is 16 years old or older, one can drive an automobile in Wisconsin. I saw your niece driving through Wausau yesterday. She must be at least 16.",fallacy of logic
457,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
 What fallacy did Sara use here?",faulty generalization
458,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization
459,"Only a selfish, non-caring person would believe that this is ok.",ad hominem
460,We don't have mandatory safety training for free speech.,faulty generalization
461,Can't argue with that.,ad populum
462,AI will eventually learn how to put it in your butt and it will really hurt.,fallacy of red herring
463,no you don't,slothful induction
464,"vim uses a complete and extensible keystroke language system, which leads to natural construction of complex commands.",false causality
465,Children should not listen to rap music. Everyone knows that.,ad populum
466,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
 Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""",ad hominem
467,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted.",intentional
468,"""I know that what I experience is real because I can see, hear, smell, touch and taste everything.""",circular reasoning
469,Believing in god can't cause logical contradictions if god is logic itself and the laws the surround it.,circular reasoning
470,"It has to be done explicitly. And, therefore, makes the code more complex.",fallacy of red herring
471,"""He just says that because he's a Republican.""",ad hominem
472,"Person #1: We need to start high school later in the morning.
 Person #2: Oh, so you think we should all just sleep in until noon and have school until it gets dark?",fallacy of extension
473,Habib didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,faulty generalization
474,"David: We have way too much police presence in this city.
 Pete: What are you going to do about it?
 David: Vandalize, loot, and perhaps a little arson.",false causality
475,"If we let your brother stay, we'll have to let your whole family stay.",faulty generalization
476,You want me to clean my locker? I think I left my homework in Science class. I need to keep up with my homework to get good grades.,fallacy of red herring
477,"harmful atheists favor cloning, so cloning is wrong",ad hominem
478,"""Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.""",fallacy of red herring
479,The accident was caused by the taxi parking in the street,false causality
480,"Nano is a good default, as it maintains simplicity",fallacy of red herring
481,It would turn us all into communists,fallacy of red herring
482,"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck.",false causality
483,"If we allow Susan to leave early, soon we'll be giving everyone Friday afternoon off.",faulty generalization
484,"Most people believe in ghosts, so ghosts are real.",ad populum
485,"""Blondes are less intelligent than people with other hair colors.""",faulty generalization
486,"I lost my phone in the living room, so it will always be in the living room when it is lost.",circular reasoning
487,Explaining that trusting the other politician will cause everyone to lose their homes and jobs,appeal to emotion
488,"Poor people also benefit from much of what the rich compose, and thus live more wealthy lives.",false causality
489,"Don't let your children stay up till midnight on New Year's Eve. Before you know it, they'll be demanding to stay up till midnight every night.",faulty generalization
490,"""If you hadn't vandalized that car, don't you think things would have gone better for you?""",intentional
491,"Illegal drug users are, by definition, criminals. And criminality generally negatively impacts your life. Therefore this entire thread of argumentation appears to be flawed.",fallacy of slippery slope
492,"My grandmother smoked for 80 years and died at 100. Obviously, smoking isn't harmful.",faulty generalization
493,"Once a statically typed language is learnt, it's easier to switch to / learn a dynamic typed one then the other way around.",fallacy of red herring
494,"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",circular reasoning
495,We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.,fallacy of credibility
496,"We live in paradise, but we don't know it.",fallacy of logic
497,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics.",appeal to emotion
498,"If we legalize marijuana, then more people will try heroin",faulty generalization
499,"I know four poor families. They are lazy drug addicts. Therefore, all poor people are lazy drug addicts.",faulty generalization
500,"""The academic decathlon, Mr. Iglesias? That's a rich kid thing.""",false dilemma
501,The news is fake because so much of the news is fake.,circular reasoning
502,"You can look cool in our clothes, or you can look like a loser.",false dilemma
503,", tax relief instead of tax cut, or death tax instead of estate tax)",appeal to emotion
504,There are different kinds of infinity.,fallacy of red herring
505,"because ""liberalism"" is filthy petty bourgeoise and rentier class ideology, as if the extra income for a class of fortunate real estate, shop and website owners justifies the social injustice at large.",fallacy of red herring
506,"no primate on this space rock/et-ship can quite comprehend infinite space. Everything you can imagine is out there, just not likely to cross paths. It wasn't that long ago the churches were burning people for saying earth does not revolve around the sun. Infinite!",ad populum
507,"The point is that rights would still exist even without ""states"". States may protect rights or they may infringe on rights. They do not grant rights. Human beings have rights due to their human-ness regardless of whether they are born in a state that protects their rights.",circular reasoning
508,"Ms. Drayer, the smartest person in the universe, says the debate is the best class, therefore it is.",fallacy of credibility
509,This movie was #1 at the box office last weekend! That means it must be really good!,ad populum
510,"""We should abolish the death penalty. Many respected people, such as Imran Kader, have publicly stated their opposition to it.""",fallacy of credibility
511,There was a fight at school today. Violence is a growing problem in school.,faulty generalization
512,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed."" Which appeal is the primary appeal used in this quote?",appeal to emotion
513,Tab width can be adjusted to personal preferences,fallacy of red herring
514,"""Everytime I wash my car it rains; therefore, washing my car makes it rain.""",false causality
515,"A world order that promoted worldwide/universal togetherness could be nothing but beneficial for all of humanity, but one that encouraged slaughter and *total* anarchy would be destructive.",circular reasoning
516,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV,false causality
517,"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility
518,"All ghosts are imaginary.
All unicorns are imaginary.
Therefore, all ghosts are unicorns.",fallacy of logic
519,Jim spends most of his spare time hiking and picking up rocks for his collection. He really should go to college and study to become a geologist.,fallacy of logic
520,"""Beware of appeals made only to your feelings and not to your logic.""",appeal to emotion
521,"ghosts must exist, because nobody has been able to prove that they don't is an example of",intentional
522,“We shouldn’t even bother to interview that job applicant. He has a beard.”,ad hominem
523,"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue.",ad hominem
524,The existence or non-existence of a person affects more than just the parents. It would have far reaching consequences and is therefore not a decision a single person can be trusted to make.,fallacy of red herring
525,Morality is open to interpretation and it varies from society to society. Most societies (with very few exceptions) accept sex in or out of wedlock as what it is: a natural act.,circular reasoning
526,"Animals tread softly upon the earth without shoes, so all other living beings should follow suit.",fallacy of credibility
527,"When someone says, ""Either schools need to fully open immediately and no students should wear masks or all teachers are Communists!""",false dilemma
528,The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,ad populum
529,All people from Pinole are liars,ad hominem
530,I've never knowingly listened to a Neil Young record all the way through because they all sound like someone strangling a cat (don't they?).,faulty generalization
531,"Subscribe to our streaming services, or get stuck with cable!",false dilemma
532,"Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?",ad populum
533,"In response to the fallacy report:
 1) I hate balloons.
 2) I am one person out of billions, not millions.
 3) You should have realized by now that the two premises I have posted in this thread are joking in nature, and not legitimate arguments.",fallacy of red herring
534,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.,appeal to emotion
535,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending.",false causality
536,"Positive discrimination is effective in balancing existing inequalities in employment, pay and access to education.",fallacy of red herring
537,"You think labor unions are good? You know who else liked labor unions? Karl Marx, that's who.",ad hominem
538,"""This is how most schools evaluate their students, so it must be effective.""",ad populum
539,"Taxation was and has always been a source of revenue that the government needs to function. It was how during the American revolution money was raised after defeating Britain, otherwise making ends meet with the debts we were in would have been nigh impossible.",fallacy of red herring
540,"One must believe a software craftsman would provide the relevant sources (not ID sites that perpetuate misinformation) on a subject unrelated to his interests, or read the papers in question to satisfy the evidence quota or his understanding of evolution past eighth grade.",ad hominem
541,"Bert: I've been learning about the Second World War lately. I found that America provoked Japan into attacking Pearl Harbor. I don't think that was the right thing to do.
 Jenny: Oh, so you are now taking the side of Axis? Do you think Germany and Japan were right to do what they did?",fallacy of extension
542,Bananas are blue.,fallacy of red herring
543,Children who play violent video games act more violently than those who don't.,false causality
544,"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",faulty generalization
545,"The entire premise of this argument is complex, posited without support, and written to be inflammatory.
 This argument should be divided into no less than 5 separate ones.",fallacy of red herring
546,"When Donald Trump called Hillary Clinton ""Killary"" to discredit her and her reputation as a presidential candidate, he committed which logical fallacy?",ad hominem
547,"""If my hair looks nice, people will love me.""",fallacy of logic
548,Because doctors smoke it must be a healthy choice.,fallacy of credibility
549,How did society create it? Did all people create it? Obviously not. Did some people create it? The same is true for all criminal organizations.,faulty generalization
550,"I have been around the block many times, and I have had my share of success.  So believe me when I tell you that there is no better hobby than cat-juggling.",fallacy of credibility
551,"No one has ever been able to prove that extraterrestrials exist, so they must not be real.",intentional
552,"capitalism gives the stupidest people on earth a lot of confidence, and lets them propagate their genes more than smart and beautiful people do. (The premise of the Idiocracy movie)",slothful induction
553,Evolution is the idea that humans come from pond scum.,appeal to emotion
554,"A book argues that global warming is not actually happening, and cites the research of one environmental scientist who has been studying climate change for several years.",fallacy of credibility
555,"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?",false causality
556,"Trump asked Clinton about her ""33,000"" deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: ""Not ""” well, we turned over 35,000, so""¦""",fallacy of red herring
557,That's only true if we adopt a materialist standpoint.,fallacy of red herring
558,"There were wonderful psychologists who passed away several decades ago. If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective.",fallacy of logic
559,The default configuration of emacs is pretty bad.,fallacy of red herring
560,"You've never visited another country, so who cares what you say about immigration reform!",ad hominem
561,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.,fallacy of red herring
562,"Regardless, if you do try it, you should first invest in a quality sound system.",fallacy of red herring
563,"There is lots of evidence supporting creationism. The fact that it does not line up with macroevolution- an unproved theory does not define it as false, it lines up with geology, the fossil record, DNA research and many other things. You can't base its truth off of evolution, prove evolution first",faulty generalization
564,Church's chicken is WAAAYY crispier,fallacy of red herring
565,"Consider the following exchange:
 Lindsey: I think capital punishment is a necessary component of our justice system and should remain legal.
 Kayla: So you are saying that murder should be legal and it is okay for us to go around killing people just because we think they deserve it? That isn't right.
 Of what fallacy is Kayla guilty?",fallacy of extension
566,Invoke shared values and principles. They call upon the audience's sense of right and wrong.,fallacy of credibility
567,Within every man's heart is the desire to be free.,faulty generalization
568,"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.",ad hominem
569,"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything.",faulty generalization
570,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem
571,"""Let's look instead at what my opponent proposes to do with your hard earned money!""
This is an example of which type of logical fallacy?",fallacy of red herring
572,"Joe eats horribly; therefore, his heart attack was caused by his eating habits.",false causality
573,"""The logic teacher was hired to fill the new computer animation class. He is a great admirer of Pixar's work and will do a great job.""",fallacy of credibility
574,argues that a proposition is true because it has not yet been proven false,intentional
575,"You do have the choice of not paying tax by avoiding society. A social contract exists where it is implied that the taxes paid are beneficial to the one paying (i.e. for use of roads, schools, police, or parks).",circular reasoning
576,"the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era.",fallacy of logic
