type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
1765,-0.06857092,-0.042484235,-0.17449349,0.04329144,0.020942774,-0.070957035,-0.14714459,0.024353776,-0.022420904,0.09296305,-0.07172919,0.18004875,-0.043303415,0.03707077,0.009805525,-0.017715923,-0.044607747,-0.048529,0.08813008,0.00031419905,0.1131684,0.023167552,-0.01913283,-0.02505847,-0.03297614,-0.022369167,0.052160222,-0.05856876,0.007438115,0.041318834,0.07510822,0.138039,0.07648812,0.017724045,0.09880712,0.066985056,-0.06190602,0.08280328,-0.023679674,-0.0888249,-0.09202394,-0.049674064,0.049034216,-0.15295523,0.060115177,0.043081652,0.061432857,0.061907656,-0.012497572,0.086473264,0.10154385,0.016236478,-0.092161715,-0.031084668,-0.040915344,-0.024405537,0.006949013,-0.022702923,0.089538395,-0.054677296,-0.079048164,0.048400924,-0.0061051217,-0.0065103197,-0.012852177,-0.015390741,-0.05859814,0.029020306,0.04149695,-0.05366424,-0.034895256,-0.05272503,-0.039225183,-0.04511473,0.040041957,0.057618592,-0.09326672,0.078575864,0.0635341,0.064390875,0.097512916,0.028209263,-0.035353135,0.0023360976,-0.13597068,-0.06475311,0.1984174,0.01726278,0.08725783,-0.04340135,0.11470484,0.10733605,-0.089868784,0.026990281,-0.035155494,-0.045758076,-0.042363014,0.0009772318,0.029990055,0.039696895,-0.008969899,0.12348061,-0.06732428,-0.09576842,-0.106083624,-0.123725586,0.040200207,-0.05656374,0.0026273248,0.08253977,0.056205407,0.019478166,0.02298484,0.049611863,0.05910228,-0.017871335,-0.0127952015,-0.022863964,-0.07078207,0.1393189,0.04213196,0.110120356,-0.04080064,-0.013783783,0.08956835,0.06612809,-0.0021669057,-0.015313385
1766,-0.08018068,-0.048762962,-0.19828936,0.04178379,0.018397035,-0.08024346,-0.1720844,0.0287393,-0.02986194,0.10880474,-0.08097088,0.1871165,-0.044096354,0.030480769,0.006988166,-0.01446913,-0.04977465,-0.05960152,0.1030442,-0.010818916,0.12290499,0.022563325,-0.028930726,-0.015229425,-0.036544506,-0.026409943,0.05669098,-0.068863176,0.010500787,0.040226344,0.082693696,0.16371311,0.08114258,0.029321792,0.10250171,0.06990405,-0.08320779,0.08767055,-0.018453509,-0.09461624,-0.095654674,-0.06230081,0.054893356,-0.1666112,0.069983914,0.03868514,0.08030035,0.06592998,-0.013403989,0.10298261,0.11217732,0.024892077,-0.09998292,-0.047201987,-0.03757379,-0.03007401,0.016093265,-0.038697742,0.08863285,-0.048179768,-0.09085118,0.049665768,-0.0042968234,-0.011471318,-0.015476165,-0.021412248,-0.07647426,0.04726326,0.050508674,-0.051378764,-0.043567345,-0.05876827,-0.043973226,-0.044351276,0.03667204,0.0659878,-0.10401933,0.07589084,0.08455147,0.07768561,0.116299964,0.029758176,-0.03505298,0.009186032,-0.15538156,-0.07059999,0.20823753,0.02873548,0.09710205,-0.03933643,0.12194671,0.109879464,-0.099447295,0.027927427,-0.04038972,-0.053774938,-0.051864013,0.008513961,0.030520104,0.044359103,-0.003970151,0.12986588,-0.070664465,-0.092366606,-0.110295504,-0.13330093,0.043531552,-0.06421597,0.0025251035,0.089675404,0.065216,0.011996173,0.011363066,0.05252567,0.06274295,-0.015265283,-0.021723121,-0.017442266,-0.07230548,0.16670454,0.0471875,0.10675227,-0.029875264,-0.0188607,0.093850605,0.08117726,-0.00883427,-0.00683026
1767,-0.08044001,-0.04528888,-0.1984632,0.044107728,0.017088251,-0.07131994,-0.17105274,0.030108515,-0.035011113,0.112055175,-0.080333635,0.19162369,-0.04177095,0.031230308,-0.002761916,-0.016927833,-0.04493274,-0.0636358,0.09520229,-0.000771932,0.12570193,0.020176845,-0.028874094,-0.011456732,-0.038181815,-0.027312387,0.04665153,-0.06902479,0.009046879,0.036998753,0.07008053,0.15904891,0.07226388,0.017161226,0.10022889,0.06214029,-0.07628658,0.08280488,-0.018399151,-0.091831386,-0.09097484,-0.05982247,0.052056354,-0.17278534,0.0631667,0.04606584,0.072173,0.059803445,-0.013504852,0.09463985,0.11236516,0.026117856,-0.08972046,-0.03408229,-0.047428675,-0.023362214,0.014536998,-0.033784706,0.099076904,-0.05307039,-0.0902525,0.040982936,-0.0059002237,-0.005725838,-0.016733909,-0.017669559,-0.07499602,0.034966204,0.03714908,-0.05426154,-0.036862515,-0.067680955,-0.049971353,-0.044748332,0.042501133,0.06046086,-0.09374143,0.07241541,0.07689278,0.07296417,0.105288945,0.029935502,-0.04277624,0.01017798,-0.14361829,-0.075587474,0.20437367,0.03237725,0.09157202,-0.040634356,0.11073659,0.11113346,-0.09275216,0.028914535,-0.042205032,-0.045026973,-0.0481849,0.008182158,0.027218297,0.040783983,0.0009896992,0.12802933,-0.070143476,-0.08794452,-0.11432265,-0.123993255,0.03853258,-0.061349075,0.004582975,0.07457773,0.06781595,0.0053745364,0.016065458,0.056780957,0.049525768,-0.022105824,-0.017818546,-0.024775932,-0.07105452,0.16312495,0.052232377,0.0999535,-0.0412429,-0.008600578,0.094811685,0.07076581,-0.010307694,-0.017211873
1768,-0.07881647,-0.04036757,-0.17233086,0.04412889,0.0097054085,-0.06960637,-0.14848937,0.019726822,-0.035495494,0.0908605,-0.071815565,0.17441548,-0.042827055,0.037446074,0.0007846411,-0.016619248,-0.03812031,-0.053697802,0.087878756,0.003186765,0.10308221,0.028656553,-0.0174435,-0.025961915,-0.028438563,-0.018565584,0.047697686,-0.058028895,0.007508747,0.030416934,0.07397148,0.14720945,0.07965071,0.023423167,0.09627634,0.056976315,-0.06904174,0.08101598,-0.01745238,-0.08684643,-0.08521432,-0.054526966,0.036107585,-0.1526769,0.06445559,0.029453645,0.06062936,0.05237233,-0.014892521,0.08964594,0.09383383,0.023810692,-0.09135507,-0.0349224,-0.0293999,-0.028227804,0.01338699,-0.030553212,0.07818829,-0.052148513,-0.08953652,0.03758068,-0.0013627501,-0.015253792,-0.017239556,-0.021243699,-0.0648939,0.029830862,0.0427222,-0.04295313,-0.030699603,-0.06242003,-0.042994026,-0.041810706,0.041798335,0.053792927,-0.09135051,0.06380635,0.06414108,0.06521927,0.09548538,0.02538264,-0.035574224,0.008543602,-0.1331231,-0.055798464,0.19409494,0.024339458,0.07955966,-0.038895577,0.11408762,0.10559335,-0.0801707,0.02157183,-0.04073607,-0.050351918,-0.045765784,-0.0003053316,0.027756717,0.04631454,0.0019209747,0.12332431,-0.06564386,-0.080706805,-0.09994288,-0.119715914,0.04518435,-0.057953123,0.013480849,0.07556822,0.06383856,0.0033140397,0.00937384,0.04085246,0.04768585,-0.016413195,-0.01333643,-0.023392722,-0.056103434,0.14762758,0.044918027,0.09749998,-0.025997138,-0.019096943,0.07527513,0.06839389,-0.00919454,-0.004901576
1769,-0.07423989,-0.040549934,-0.18126777,0.032155387,0.016832992,-0.066951655,-0.15583915,0.030705864,-0.032338988,0.09559124,-0.07315818,0.16914684,-0.042573445,0.025464091,-0.0029511382,-0.004724647,-0.04683209,-0.059565503,0.08679433,0.0013336851,0.10265968,0.026424024,-0.027649365,-0.015543332,-0.0314003,-0.018658293,0.046038833,-0.06104307,0.009147271,0.037671544,0.07220732,0.13324532,0.078123845,0.028465126,0.0998945,0.051233593,-0.07139999,0.07795219,-0.018605435,-0.09048396,-0.08477613,-0.045518696,0.04601797,-0.15387829,0.063738875,0.041388497,0.060776576,0.060501676,-0.021335881,0.082815364,0.105494194,0.018777778,-0.08140348,-0.03000486,-0.042040966,-0.01694222,0.013070829,-0.030179456,0.081327185,-0.051596843,-0.07380685,0.039251566,-0.00074885244,-0.013779411,-0.023924801,-0.019802766,-0.06264783,0.040818907,0.035296626,-0.043498956,-0.03571193,-0.059702463,-0.037632216,-0.04715021,0.03217344,0.053978074,-0.080506526,0.07352868,0.07625346,0.059716437,0.09558443,0.018739225,-0.026820267,0.011016149,-0.13594067,-0.06862128,0.19605576,0.014212115,0.08675409,-0.042919822,0.101138934,0.10346249,-0.09178289,0.026395012,-0.026626365,-0.0490178,-0.0464167,0.0072963936,0.02944563,0.04732186,0.0014777912,0.121571004,-0.07114325,-0.08033639,-0.10082775,-0.11981866,0.03736174,-0.047784276,0.00088520494,0.080117725,0.052981578,0.0024808785,0.01288707,0.041257873,0.043767445,-0.024689758,-0.0087784575,-0.018550683,-0.06267921,0.14758278,0.041753057,0.09977774,-0.038167927,-0.013605266,0.08395672,0.06389618,-0.0039916113,-0.014094946
177,-0.070170335,-0.035535272,-0.17238097,0.03065866,0.019405387,-0.06491106,-0.14813054,0.02705843,-0.020988243,0.087253325,-0.07011675,0.16842791,-0.043188803,0.022317698,-0.0026060122,-0.014483362,-0.047735248,-0.055452175,0.07854713,-0.006148168,0.112611845,0.015337584,-0.02147071,-0.02175648,-0.027739475,-0.024737302,0.03833026,-0.0648123,0.0056031435,0.039718352,0.06245003,0.13650025,0.075639494,0.013568567,0.091096394,0.055249754,-0.071170166,0.0704605,-0.009568648,-0.08235879,-0.082309425,-0.05415273,0.03461039,-0.14784811,0.052004,0.035787847,0.060910523,0.06166985,-0.013140533,0.08481857,0.101113364,0.020053908,-0.078032635,-0.03568603,-0.029515967,-0.019141426,0.012064692,-0.033587296,0.077667326,-0.047918137,-0.08305044,0.038400903,-0.007765671,-0.0046530063,-0.015717449,-0.022668635,-0.06252778,0.032378778,0.033306535,-0.044911474,-0.039794367,-0.04665612,-0.041812234,-0.035985976,0.03234793,0.048854392,-0.078457266,0.070022136,0.06314019,0.059775587,0.09479318,0.022627853,-0.036665995,-0.0019084925,-0.13046563,-0.061741706,0.18636169,0.015302808,0.0834523,-0.039606735,0.10604699,0.09126114,-0.08754837,0.016299993,-0.028282804,-0.04897959,-0.039694004,0.007491541,0.033637427,0.029830715,-0.004455577,0.113097794,-0.06591649,-0.07692786,-0.09341887,-0.108268335,0.042795144,-0.058703817,0.010687618,0.06636573,0.05394782,0.007369606,0.016348159,0.045695093,0.05009246,-0.017048607,-0.0035511055,-0.007911639,-0.06254883,0.1288481,0.04172934,0.095082745,-0.040015616,-0.015000678,0.0792346,0.07091,-0.012157732,-0.014677433
1770,-0.05450574,-0.020690413,-0.12235342,0.024014434,0.017075028,-0.05296251,-0.10638667,0.016084306,-0.020483674,0.06426097,-0.052972402,0.12455637,-0.025217475,0.025384443,-0.0050227693,-0.0051423544,-0.026922243,-0.03542188,0.057267714,0.002026928,0.076299965,0.01358729,-0.012142966,-0.0062200427,-0.02855001,-0.020488797,0.03800701,-0.044649534,0.007234369,0.021073721,0.044887945,0.10194085,0.04833708,0.0108196605,0.060130883,0.042264257,-0.049802836,0.05818115,-0.017670657,-0.05355657,-0.067561455,-0.029269326,0.035306405,-0.102102004,0.042328015,0.024777444,0.046149902,0.039137997,-0.0070996084,0.06668787,0.07299889,0.008585943,-0.06443796,-0.02727309,-0.023852943,-0.02148538,0.012497832,-0.021781066,0.055789236,-0.027364945,-0.06411493,0.026665147,-0.0033453696,-0.011344443,-0.0109106,-0.009010853,-0.047080763,0.030867636,0.029805118,-0.027576052,-0.025950791,-0.045688268,-0.03499613,-0.029959109,0.020659016,0.046835177,-0.06706174,0.04809873,0.04427804,0.0481433,0.063827895,0.02555492,-0.019647881,0.0039720125,-0.08796017,-0.04451574,0.14125672,0.019887453,0.055733126,-0.030677749,0.083266385,0.07718226,-0.06765968,0.019913698,-0.028867392,-0.025450183,-0.034570232,-0.0036835615,0.021178922,0.027869392,0.00077791774,0.08627072,-0.046668667,-0.06288234,-0.068156615,-0.079438046,0.033673357,-0.032012187,0.0046513267,0.059134252,0.047121417,0.0032123087,0.013325833,0.039600167,0.03923015,-0.01945058,-0.010728014,-0.0080714505,-0.046604663,0.102175936,0.03512908,0.0778195,-0.02873429,-0.0004011405,0.05484768,0.040442422,0.0016217113,-0.01580344
1771,-0.06908441,-0.036830872,-0.1833291,0.03601811,0.022353338,-0.07336294,-0.15435596,0.029732073,-0.023722494,0.09821999,-0.07475502,0.16976325,-0.03756528,0.032268744,-0.0016408345,-0.012846381,-0.04630909,-0.055326127,0.09696751,0.0030774402,0.117381975,0.01659384,-0.02781837,-0.017450465,-0.040776543,-0.019894669,0.0541111,-0.059077628,0.009369241,0.030441502,0.066703595,0.14531343,0.07851132,0.029936394,0.089381374,0.06468192,-0.06844434,0.07703595,-0.020567115,-0.0814745,-0.10069336,-0.058909167,0.049322538,-0.1518994,0.056530584,0.040289566,0.062492944,0.059457816,-0.013056208,0.086236134,0.10755071,0.016987646,-0.0811967,-0.038073137,-0.03366179,-0.024194065,0.009148453,-0.033244453,0.08110445,-0.05209744,-0.07626521,0.046727784,0.0036802762,-0.00135315,-0.023122003,-0.020270277,-0.06490013,0.03786816,0.037007455,-0.047189146,-0.031153494,-0.056935314,-0.048689436,-0.045392565,0.04142894,0.056415167,-0.09672594,0.06297881,0.07780875,0.058105055,0.09907727,0.034218527,-0.03017828,0.011942788,-0.13957182,-0.059565134,0.20104276,0.020824842,0.07725087,-0.037424687,0.107308954,0.107693754,-0.0883293,0.016049702,-0.033376183,-0.051721368,-0.041494034,0.007568762,0.022985121,0.040351335,-0.0021574867,0.12580763,-0.0734123,-0.093849234,-0.10249898,-0.12451959,0.0451772,-0.06074765,0.009333795,0.07477173,0.061609905,0.009334422,0.008841148,0.048246995,0.059417754,-0.016007872,-0.015582934,-0.01607569,-0.061968174,0.15228766,0.05140108,0.10904542,-0.039433207,-0.005454355,0.08356147,0.07581469,-0.000470655,-0.008777308
1772,-0.067609906,-0.038378432,-0.1680627,0.041193787,0.015114387,-0.055620056,-0.14825182,0.022473847,-0.03388606,0.08900762,-0.07155182,0.17072517,-0.04025692,0.033816535,1.5522857e-05,-0.013763287,-0.05091784,-0.056521356,0.094620526,-0.0036993388,0.11216091,0.027651371,-0.017420143,-0.013157756,-0.029420177,-0.02748154,0.041341674,-0.05473524,-0.0041384897,0.035500128,0.06958269,0.13095585,0.070513844,0.02366989,0.091172256,0.058779262,-0.07195832,0.074763656,-0.022843001,-0.09136023,-0.083832376,-0.045448735,0.044194356,-0.1427744,0.056865398,0.03884721,0.061432928,0.05824601,-0.01313006,0.090889946,0.096801184,0.017581258,-0.08877311,-0.03495753,-0.029371018,-0.02886972,0.010253496,-0.030688526,0.08967818,-0.04265135,-0.082536064,0.038476523,-0.0008909682,-0.0016141732,-0.012761489,-0.013971115,-0.0651856,0.036657915,0.034470398,-0.041733254,-0.043037556,-0.049360607,-0.045928128,-0.041390467,0.034190815,0.05456795,-0.0853569,0.063871115,0.0720878,0.06627716,0.105358586,0.023249334,-0.027108073,0.007902192,-0.12885596,-0.07052615,0.18323314,0.016246233,0.08176312,-0.038837638,0.10526969,0.099350765,-0.07866867,0.021899277,-0.039657377,-0.05269608,-0.037370693,-0.004308263,0.017294193,0.03545555,0.0052337814,0.120526984,-0.061378162,-0.08332357,-0.10061718,-0.11010543,0.043287754,-0.06251693,0.0008459704,0.07662122,0.052892137,0.017027708,0.01302955,0.039123338,0.044510644,-0.024789311,-0.013320426,-0.009852739,-0.05567273,0.14072165,0.043791834,0.09994615,-0.027396496,-0.016189221,0.079027735,0.06336091,-0.00946466,-0.010705681
1773,-0.06604619,-0.025506755,-0.16401027,0.03677528,0.01559358,-0.06170176,-0.14539573,0.028237121,-0.03328729,0.09013602,-0.07345491,0.1503169,-0.039082725,0.02295506,-0.00025789818,-0.013187223,-0.04582335,-0.04207945,0.08324535,-0.000616307,0.10334655,0.024623925,-0.02409693,-0.023814283,-0.039627463,-0.019340022,0.03655759,-0.048390917,-0.0033557555,0.0355313,0.06569842,0.13210067,0.06312911,0.015915146,0.082833454,0.053504515,-0.05396497,0.070245445,-0.008972594,-0.0774132,-0.08205588,-0.040468447,0.030627651,-0.1328677,0.061734457,0.03575818,0.06373956,0.056709208,-0.00943475,0.07961733,0.08581212,0.023621675,-0.0834045,-0.03810052,-0.02850689,-0.02672277,0.01111802,-0.018094046,0.085459895,-0.040460177,-0.06680849,0.037856635,-0.00041898034,-0.010495289,-0.02060131,-0.012243553,-0.06727895,0.026252937,0.040468782,-0.041057482,-0.02949114,-0.052986734,-0.03677475,-0.047654796,0.027417809,0.05177575,-0.07381364,0.05554516,0.057801165,0.050556593,0.09450316,0.029919185,-0.033228587,-0.00020097004,-0.11822101,-0.05352068,0.16620176,0.026321048,0.08210629,-0.027004976,0.09351,0.08317514,-0.083498456,0.009832971,-0.025228314,-0.041886505,-0.029742174,-0.0060673063,0.016178362,0.028196655,0.004142819,0.107021004,-0.05773146,-0.07717605,-0.09336442,-0.10370058,0.02922883,-0.048960652,0.0065213935,0.07477496,0.053517245,0.0030282142,0.014695483,0.042873755,0.05094432,-0.012796839,-0.014447215,-0.016938142,-0.063354895,0.12465497,0.040090457,0.09320299,-0.027496506,-0.013229585,0.06764307,0.059157137,-0.0058494485,-0.015518141
1774,-0.087533265,-0.040769767,-0.2148521,0.040712852,0.020936653,-0.07839168,-0.17993994,0.035799738,-0.03280641,0.10854207,-0.097459175,0.19572927,-0.042436734,0.03341075,0.0074745403,-0.011946566,-0.046345167,-0.06223576,0.099628486,-0.0023276068,0.12557098,0.020132933,-0.023877623,-0.018515158,-0.044256214,-0.022268316,0.061947282,-0.07174025,0.011364594,0.035163775,0.08564016,0.15768485,0.08387047,0.03175588,0.11427474,0.06586051,-0.072916515,0.09006395,-0.02213029,-0.10162305,-0.10201671,-0.053322803,0.043990787,-0.16924448,0.06884791,0.042333953,0.0847368,0.06895256,-0.012136059,0.11316251,0.11304749,0.021000221,-0.09623763,-0.03946579,-0.035870105,-0.022413915,0.013118932,-0.038436014,0.10246828,-0.053118672,-0.100894235,0.046222873,-0.0002537534,-0.012852156,-0.023074163,-0.009411083,-0.071100764,0.044299915,0.050145935,-0.04861437,-0.04480853,-0.06544552,-0.054074924,-0.051929805,0.043691956,0.07113621,-0.10389057,0.08283236,0.089010194,0.079838,0.118495524,0.036401372,-0.032758616,0.00319897,-0.14992858,-0.07520862,0.22690126,0.03178016,0.10463224,-0.038928654,0.1246225,0.115062356,-0.10494755,0.032871176,-0.037194937,-0.056351606,-0.045267362,-0.0052127326,0.036409166,0.043609343,-0.008573948,0.13668407,-0.080759555,-0.10738208,-0.116941325,-0.1413114,0.051234506,-0.062983744,-0.00018562948,0.089316905,0.07248238,0.005521081,0.018567935,0.061289657,0.058702134,-0.016754018,-0.02236408,-0.013111737,-0.065074444,0.17225437,0.052784212,0.12687694,-0.03897262,-0.008098164,0.0903415,0.077789724,-0.006047546,-0.022195516
1775,-0.06237901,-0.04182751,-0.16064976,0.040482283,0.00874931,-0.062818505,-0.14235286,0.026372934,-0.026755692,0.09133523,-0.064767644,0.16658989,-0.03308644,0.030480651,0.008492247,-0.009026165,-0.037042703,-0.05121095,0.082455,-0.0007727264,0.094946414,0.024914641,-0.021888597,-0.024249181,-0.035925515,-0.023338383,0.04510153,-0.048896503,-0.002065495,0.038795106,0.060327627,0.13703349,0.06964287,0.01993617,0.08713883,0.058454275,-0.06893255,0.07469556,-0.02310492,-0.0762981,-0.08597294,-0.055609882,0.04469851,-0.14601474,0.056176007,0.026970483,0.06461037,0.05956309,-0.018223207,0.09088078,0.099784456,0.019523995,-0.07548971,-0.038042434,-0.038864024,-0.02803132,0.012194588,-0.029002149,0.07355837,-0.03916249,-0.07218355,0.04004601,-0.0032716005,-0.005270171,-0.019287493,-0.015124193,-0.059707418,0.032968447,0.033734277,-0.04635283,-0.030445911,-0.059179295,-0.03397762,-0.03579813,0.03560574,0.0471029,-0.08855332,0.06250213,0.05839435,0.0548839,0.088079,0.018834949,-0.026851216,-0.0012138129,-0.12628914,-0.058500186,0.1825667,0.02513248,0.07182706,-0.031243598,0.09452723,0.09565155,-0.08104831,0.025253238,-0.026748877,-0.035787273,-0.037080582,0.0033314796,0.017075125,0.04452221,0.0030793098,0.11257304,-0.055517152,-0.07439933,-0.08744497,-0.10906427,0.030361103,-0.04706847,0.011255235,0.06935745,0.060272273,0.004398755,0.010987978,0.050559733,0.052770022,-0.013144069,-0.019379433,-0.022795573,-0.057324715,0.13147898,0.04442858,0.094097,-0.025506744,-0.017058356,0.08172456,0.06564297,-0.010977664,-0.0056406506
1776,-0.0568783,-0.027073251,-0.15914108,0.035319127,0.01663101,-0.058606975,-0.13455467,0.029848266,-0.026945151,0.086806044,-0.06514974,0.14616409,-0.038054578,0.027302593,0.006665035,-0.009583549,-0.0333475,-0.038957573,0.075920664,0.00025243682,0.09995884,0.0123574175,-0.025246713,-0.008509378,-0.02964577,-0.01599325,0.037737295,-0.04947744,0.0011320913,0.034217935,0.06092847,0.1180221,0.06502366,0.026301673,0.08112723,0.05038144,-0.06161581,0.06825338,-0.021721004,-0.0806341,-0.08462868,-0.039808616,0.043616246,-0.12716149,0.055902656,0.024888515,0.06055741,0.046389792,-0.015231883,0.07799438,0.08350642,0.014258624,-0.06683274,-0.03500503,-0.030417856,-0.014281088,0.009037242,-0.017334802,0.07345379,-0.047354408,-0.073197536,0.036246352,-0.0032288816,-0.012553998,-0.009468152,-0.015756428,-0.050066072,0.02604696,0.02824618,-0.046402037,-0.035712846,-0.04934683,-0.038075298,-0.035100944,0.028364835,0.04740423,-0.082623444,0.05720754,0.055583537,0.058608413,0.08400762,0.023475343,-0.027112054,0.0063693733,-0.11445095,-0.056576222,0.17160466,0.012338101,0.07654278,-0.036874577,0.094853595,0.091573186,-0.07845303,0.017813064,-0.031355757,-0.043251686,-0.030451333,0.0073979385,0.019360304,0.041579463,-0.00831976,0.10301735,-0.050529175,-0.0813499,-0.08583658,-0.10222294,0.03334025,-0.04990885,0.009235185,0.058856405,0.054073848,0.0074456083,0.008277748,0.03923213,0.04061343,-0.0151689695,-0.013078155,-0.020386763,-0.055390783,0.122506455,0.035198145,0.083626136,-0.027284307,-0.016316539,0.07018198,0.06496371,-0.011409177,-0.0035633114
1777,-0.04799918,-0.027638705,-0.10925813,0.026225843,0.01264487,-0.03574133,-0.0943516,0.018250292,-0.011829877,0.056860644,-0.051658545,0.103946574,-0.02393584,0.018181821,-0.003111268,-0.002236762,-0.025247006,-0.02848293,0.05529337,0.00052010437,0.06332766,0.0074332026,-0.015715456,-0.017723998,-0.018244296,-0.01788714,0.03719609,-0.045411024,-0.005456163,0.02570416,0.048193235,0.093149215,0.046559595,0.009120709,0.06469298,0.04081014,-0.03947585,0.04878945,-0.012883297,-0.05535471,-0.05828323,-0.027023993,0.03256332,-0.10347399,0.039406072,0.02251169,0.048289336,0.038325295,-0.016143434,0.05342269,0.06271326,0.008268648,-0.05770298,-0.026767902,-0.024058033,-0.015570157,0.0043612355,-0.015385419,0.048356693,-0.033873357,-0.045059077,0.029850876,-0.005230097,-0.010911332,-0.016324349,-0.002885097,-0.04147072,0.025134832,0.028267937,-0.02285941,-0.03166973,-0.033995576,-0.029134413,-0.02175408,0.023111906,0.02817608,-0.061837006,0.047610786,0.04496218,0.046034195,0.061018653,0.01092372,-0.019390805,-0.0027435268,-0.0877001,-0.043383542,0.1263304,0.010008597,0.059328966,-0.021693539,0.0755546,0.06939787,-0.052787118,0.010000954,-0.022867857,-0.025334999,-0.020825356,-0.0011614619,0.021285323,0.022316601,0.0039140936,0.07121167,-0.040627412,-0.05434091,-0.06495945,-0.07045694,0.023796387,-0.034252856,0.0011971202,0.048285365,0.043921936,0.010031952,0.0071716467,0.028715875,0.039714824,-0.018103369,-0.0108399885,-0.0053070066,-0.037239697,0.086533286,0.022890072,0.059488934,-0.018224942,-0.012679399,0.051728915,0.03828814,-0.0050692777,-0.013572598
1778,-0.08519519,-0.03750099,-0.21081193,0.041411694,0.010836946,-0.07999888,-0.18067884,0.031903204,-0.033066824,0.111844786,-0.08652318,0.20881298,-0.05641081,0.037946805,0.0045542754,-0.012269915,-0.04886425,-0.07052184,0.10828939,-0.0056266445,0.13116391,0.020788968,-0.032144267,-0.016802551,-0.0398425,-0.030061066,0.06027804,-0.075359754,-0.0034710686,0.04027899,0.07534956,0.17068969,0.09648711,0.02289419,0.1165546,0.072096035,-0.07589369,0.10228759,-0.023848413,-0.10423508,-0.104933746,-0.060265943,0.046626635,-0.17765409,0.074416764,0.036259346,0.07566897,0.06925141,-0.017680017,0.11482172,0.118079424,0.03356261,-0.10271393,-0.039601367,-0.034543622,-0.03435993,0.012302932,-0.033018596,0.09742334,-0.062093314,-0.095672205,0.045139898,-0.007254137,-0.0027537874,-0.011272448,-0.013069945,-0.0848376,0.043838214,0.05127278,-0.04840649,-0.049265906,-0.07200567,-0.052211825,-0.056037966,0.034668643,0.058783315,-0.095306896,0.08856646,0.084025614,0.080809884,0.11070088,0.028117161,-0.041841157,-0.0003094094,-0.1625553,-0.077770494,0.21977036,0.030131549,0.093936406,-0.038509313,0.12416855,0.11151616,-0.0988081,0.028581936,-0.035414673,-0.04964979,-0.047600437,0.0022191629,0.025151629,0.050997905,-0.003922158,0.13775535,-0.073523454,-0.1053144,-0.11169496,-0.13808583,0.04640205,-0.069765165,0.014189124,0.089296706,0.07702897,0.011038553,0.02493744,0.052829932,0.0519547,-0.015015854,-0.018163498,-0.019306011,-0.06769631,0.16927676,0.054369774,0.1132923,-0.03932789,-0.0063686534,0.10414312,0.08493056,-0.0066493736,-0.009410418
1779,-0.06031487,-0.037557263,-0.15688337,0.034218285,0.006735837,-0.06321245,-0.1354629,0.029788405,-0.029847153,0.08147534,-0.07608723,0.15533207,-0.03439287,0.0303757,-0.0021758862,-0.013540778,-0.034688905,-0.048948154,0.085556686,-0.0090690125,0.10651049,0.021178275,-0.02239437,-0.020560283,-0.028075248,-0.019503603,0.045724697,-0.053752992,0.00076461385,0.028667461,0.0599225,0.120696075,0.063633256,0.013598371,0.08422129,0.04694666,-0.05423678,0.072313376,-0.0074278247,-0.07721533,-0.08642201,-0.04856799,0.034756992,-0.13083133,0.049333073,0.040573217,0.05313527,0.05715306,-0.018729636,0.07870377,0.092713274,0.01833544,-0.07639025,-0.03092514,-0.029364163,-0.02430555,0.01190724,-0.021990173,0.080706835,-0.051326778,-0.06962525,0.031708777,0.0013631134,0.0010426088,-0.01799296,-0.012744303,-0.05589462,0.029441876,0.03559994,-0.049585458,-0.034778073,-0.04295548,-0.041704524,-0.042336013,0.029095221,0.05712156,-0.08331612,0.06512014,0.059206285,0.05989799,0.08926891,0.025941312,-0.03447327,0.005990392,-0.1261229,-0.058199644,0.17962454,0.024724253,0.072450645,-0.039914485,0.09534507,0.09899984,-0.0755592,0.013583673,-0.026395474,-0.04268789,-0.037611976,0.009481831,0.026917,0.039450802,-0.0060099247,0.109832734,-0.06505125,-0.085137926,-0.08687933,-0.112607285,0.036484543,-0.04659706,-0.0018857071,0.07055637,0.06359259,0.014250118,0.016852539,0.049860075,0.046967912,-0.022017756,-0.0111740045,-0.0080831405,-0.06030897,0.13000663,0.043583408,0.086879775,-0.03310155,-0.008132117,0.07657675,0.05947564,0.0013657673,-0.009928704
