text,label
"Not believing in the literal resurrection of Jesus because the Bible has errors and contradictions, is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.",fallacy of logic
Our competitors use unhealthy sugar substitutes and artificial sweeteners. But Rev-Up Energy Drink contains one hundred percent real cane sugar to fuel your body better.,fallacy of credibility
"I'm raising funds to help cure XYZ disease. If you don't donate, then you're part of the problem.",false dilemma
"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses",faulty generalization
"No people under the age of 66 are senior citizens. No senior citizens are children. Therefore, all people under the age of 66 are children.",fallacy of logic
"""Jollibee or McDonalds for lunch?""",false dilemma
"Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers.",false causality
"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.",ad hominem
He can't be a great athlete; he cheated on his wife.,ad hominem
"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""",ad hominem
"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem
People who learn from their mistakes don't repeat them.,faulty generalization
"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws.",false causality
"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady.",appeal to emotion
"A cloud is 90 percent water; a watermelon is 90 percent water. Therefore, since a plane can fly through a cloud, a plane can fly through a watermelon.",fallacy of logic
"”You can start a family early, or build financial stability for a better family life in the future.”",false dilemma
I guess I should buy my 14 year old a new iPhone since everyone at her school has one.,ad populum
"If you do not believe in God, you will go to hell.",appeal to emotion
"I thought you were a good person, but you were not at church today.",false dilemma
I'm moving to Connecticut because it is the richest state in the nation and I'm tired of being poor.,false causality
For want of a nail the shoe was lost. For want of a shoe the horse was lost. For want of a horse the rider was lost. For want of a rider the battle was lost. For want of a battle the kingdom was lost. And all for the want of a nail.,faulty generalization
We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!,appeal to emotion
someone who is poor is more credible than someone who is rich?,fallacy of credibility
"TOPIC: Should people let their cats go outside? DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise."" ""What do you know? You've never even had a pet cat before!""",ad hominem
"Bill: ""I believe that abortion is morally wrong."" Dave: ""Of course you would say that, you’re a priest."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don’t count. Like I said, you’re a priest, so you have to say that abortion is wrong. Further, you are just a lackey to the Pope, so I can’t believe what you say.""",ad hominem
A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times.,ad hominem
"“My roommate Fatima said her philosophy class was hard, and the one I’m in is hard, too. All philosophy classes must be hard!” Insisted Baneen.",faulty generalization
We either have to cut taxes or leave a huge debt for our children.,false dilemma
"All men are mortal, and Socrates is a man, therefore Socrates likes dogs.",fallacy of logic
"Saying that because one finds something difficult to understand, therefore it's not true",intentional
"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly.",fallacy of logic
"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids.",intentional
"If we allow cadets to apply for encampment online, we’d save everyone lots of headaches. REPLY: No. We’ve always made cadets apply using a paper form.",fallacy of credibility
A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.,ad populum
"Don't let your children stay up till midnight on New Year's Eve. Before you know it, they'll be demanding to stay up till midnight every night.",faulty generalization
"""It rained and we lost the game. Every time it rains, we are going to lose.""",false causality
"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",appeal to emotion
Allowing gay marriage puts us on the way to polygamy and bestiality,faulty generalization
What can our new math teacher know? Have you seen how fat she is?,ad hominem
People who don't like K-pop are racist.,ad hominem
"My grandmother smoked for 80 years and died at 100. Obviously, smoking isn’t harmful.",faulty generalization
I've had bad luck for so long that I'm bound to have good luck now.,false causality
What is wrong with Tanya? She only has five hundred dollars saved and she’s going away to college next year. That would be like letting my four-year-old brother go to Russia by hisself.,fallacy of logic
"Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships.",faulty generalization
"Bears are a subset of omnivores. Raccoons also are a subset of omnivores. But these two subsets do not overlap, and that fact makes the conclusion illogical. The argument is invalid—that is, the relationship between the premises doesn’t support the conclusion.",fallacy of logic
40 million people can't be wrong! Buy the new Iphone XIV today!,ad populum
"""Your honor, I believe that we won this case. Look at the opposite camp; they were late for today's hearing!""",fallacy of relevance
"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",ad hominem
SM 6: North invading South during Civil War,fallacy of extension
Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,faulty generalization
"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.",faulty generalization
"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional
"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention.",intentional
The United States is the wealthiest nation in the world. So every American is wealthy.,faulty generalization
"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!",ad populum
"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum
all bachelors are unmarried males,circular reasoning
The reason our company never makes any money is because we have a buffoon running it!,ad hominem
"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional
"""Why worry about pandas going extinct, when we have the homeless in our country to worry about?""",fallacy of relevance
"All Paul Newman movies are great. All great movies are Oscar winners. Therefore, all Oscar winners are Paul Newman movies.",fallacy of logic
The model is in close agreement with the data.,intentional
"Either we re-elect Mayor Ruiz, or we watch our city fall to pieces",false dilemma
"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",ad hominem
"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",ad populum
"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional
"You can buy the new Sensitivity perfume, or you can smell bad all day.",false dilemma
“My boss isn’t willing to increase the number of vacation days we get each year. That means she doesn’t care about our health. It’s wrong not to care about employees’ health. She should be replaced with someone who cares about the employees.”,fallacy of extension
"NASA: Yes, we really did successfully land men on the moon. TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.",intentional
"Children should not go trick or treating, as there always exists the possibility that someone could poison the treats.",appeal to emotion
Look at people like Michael Vick and OJ Simpson. Professional athletes really have no sense of morality.,faulty generalization
"But professor, I got all these facts from a program I saw on TV once... I don’t remember the name of it though.",equivocation
You either support Hillary Clinton for President or you don't believe in women's rights,false dilemma
"Bill: ""I think that some people have psychic powers.""  Jill: ""What is your proof?"" Bill: ""No one has been able to prove that people do not have psychic powers.""",intentional
Sandra is an angel from heaven. She gave me a free lunch today.,fallacy of logic
"""If you buy a computer, you will become smarter.""",fallacy of logic
You're with us or you're against us.,false dilemma
The reason Donald Trump got elected was because liberals took political correctness too far.,false causality
"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven.",fallacy of logic
"""To get better schools, we have to raise taxes. If we don't, we can't have better schools.""",false dilemma
You use support from someone who is a trustworthy expert.,fallacy of credibility
I work out in the morning because it worked for my friend.,faulty generalization
Art lifts the human spirit.,faulty generalization
"Jimmy stole Tommy’s lunch in the past. Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today.",fallacy of relevance
Even though people say we are going to behave; we know they won't behave well.,faulty generalization
"Ok, I am willing to grant that there might not be angels and demons really floating around Heaven or hanging out in Hell, but you must grant that there has to be at least one God.  Is that a fair compromise?",fallacy of relevance
Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.,false dilemma
"The lady in the pink dress is Julia Roberts. The reporter thinks Julia Roberts drives a Prius. Therefore, the reporter thinks the lady in the pink dress drives a Prius.",fallacy of logic
"It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why, look at all the people trapped in jobs they don’t like.",fallacy of logic
You have a friend who claims that cats like to go to windows and watch sunsets because that is what her cats does.,faulty generalization
"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity. Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife. Audrey: Get to bed, Freddie. And no more SYFY channel before bed!",intentional
Students only want cell phones so they can text their friends in class; it's about time students focused more on their studies and less on their social lives.,fallacy of extension
The senator voted for the tax increase. It's not hard to understand why when you consider that he is a millionaire and has never had to worry about money.,ad hominem
Don't listen to Eddie's arguments on education. He didn't even finish high school,ad hominem
Everyone is/is not doing it! It must/must not be a good thing!,ad populum
"Nobody in their right mind would trust that guy. I mean, look at him!",ad hominem
Give me liberty or give me death,fallacy of credibility
Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.,false causality
"Willard: I just realized that I will probably never go bald! Fanny: Why is that? Willard:  Well, if I lose just one hair, I will not be bald, correct? Fanny: Of course. Willard: If I lose two hairs? Fanny: No. Willard: Every time I lose a hair, the loss of that one hair will not make me bald; therefore, I will never go bald. Fanny: Congratulations, you found the cure to baldness -- stupidity!",equivocation
"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble. Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal.",ad hominem
"""We both like music, so we should get married.""",fallacy of logic
"Makes the claim that EVERYONE is using this product, and you should, too.",ad populum
A: The Government should enact minimum-wage legislation so that workers are not exploited. B: Nonsense. You say that only because you cannot find a good job.,ad hominem
"I currently have as patients in my practice all the patients in this town who are willing and able to pay $5,000 per session for long-term twice-weekly therapy. If you buy my practice, all my clients will be included. Therefore, if you buy my practice you will then have at least some patients willing and able to pay $5,000 per session for long-term twice-weekly therapy.",fallacy of logic
"""I am torn between studying for the quiz or not. But, I know that if I don't study for the quiz, I will fail. If I fail the quiz, I get a D in the class. If I get a D, it will lower my GPA. If my GPA lowers, I can't play football. If I can't play football, I don't get a scholarship. No scholarship, no college. No college, no life!""",faulty generalization
The building is closed. I saw 2 people standing outside the door.,faulty generalization
"Asians make lousy athletes, but do well at the Math Olympiad.",faulty generalization
"President Obama’s decision to arm Syrian rebels, however meagerly, has all but doomed us to an Iraq-style debacle",faulty generalization
"""everyone is doing it"" mentality",ad populum
"""I'm gonna get an iPhone because everybody else has an iPhone and they're cool.""",ad populum
"Bernice: Do you support Black Lives Matter? Mildred: Of course, I do! Bernice: Then you should support me looting that store. Mildred: Wait... what?",equivocation
"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty.""",intentional
Over 99 billion people served…,ad populum
"Wilma: You cheated on your income tax. Don't you realize that's wrong. Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",ad hominem
"""Good source of Vitamin D""...*doesn't mention the terrible amounts of sugar.",intentional
"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery.",appeal to emotion
"If you elect him, the Dow Jones will tumble and you will lose all of your money!",appeal to emotion
"Jay: Dude, where are my car keys? Silent Bob: (says nothing) Jay: I KNEW you took them!",fallacy of relevance
"Cathy is opposed to social media because she would rather have a face-to-face conversation. However, more and more of Cathy's friends have joined social media sites, so Cathy feels like she needs to create an account as well.",ad populum
Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews,false causality
"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him."" Sam: ""Why? I think he will probably lose."" Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him."" Sam: ""Are you sure?"" Joe: ""Of course I'm sure. That pony is due, man...he's due!""",ad populum
"I ate Oreos, and then I was sick the next day. It must have been the Oreos that caused my sickness.",false causality
"I have flipped heads five times in a row.  As a result, the next flip will probably be tails.",false causality
Students tell Ms. Higgins her hair color looks different on her. Ms. Higgins can't believe her students called ugly and horrendous to look at.,fallacy of extension
"If we let the government ban SUVs, then they're going to want to ban trucks! Then they'll want to ban sports cars! Then they'll want to ban all cars!",faulty generalization
"I know the Professor said that the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.",ad populum
We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.,circular reasoning
A speaker chooses a deliberately poor or oversimplified example in order to ridicule and refute an idea,fallacy of extension
Maury: Please put all my chips on red 21. Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin. Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!,false causality
My grandmother ate 10 cloves of raw garlic every day. Not surprisingly she lived to be 102.,false causality
"Last week, the Cowboys played the Texans in Houston. Mrs. Gibson was excited to go to the game because she is a huge Cowboys fan. Because everyone in Houston cheers for the Texans, Mrs. Gibson decided to cheer for the Texans too.",ad populum
"Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God.",ad hominem
We know he’s not lying since he says he’s telling the truth.,circular reasoning
The Bible is the Word of God because God tells us it is... in the Bible.,circular reasoning
Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.,faulty generalization
"Everyone already believes that the defendant killed her husband, and that many people can't be wrong.",ad populum
"""If my years as a Marine taught me anything, it's that caution is the best policy in this sort of situation.""?",fallacy of credibility
"Dana is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise the library will be forced to close.""",false dilemma
"Today late for ten minutes, tomorrow late for an hour, and then someday you will simply cease to show up.",faulty generalization
Don’t waste your money on a home security system; master thieves will still be able to get into your house.,false dilemma
"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy.",intentional
Compares minor problems with much more serious crimes,fallacy of relevance
"person 1 : ""We should argue with logic facts"" person 2: ""You should grow a brain before you open your mouth""",ad hominem
"My sister-in-law, who is a teacher, said that this school is not somewhere that I would want to send my children.",fallacy of credibility
"Person 1: I am for raising the minimum wage in our state. Person 2: She is for raising the minimum wage, but she is not smart enough to even run a business.",ad hominem
I guess that I should by my 12 year old an iPhone since everyone else has one.,ad populum
"Most people believe in ghosts, so ghosts are real.",ad populum
"Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business.",ad hominem
"Every sunrise, the rooster makes a sound. So it is the rooster which makes the sun rise.",false causality
People are like dogs. They respond best to clear discipline.,fallacy of logic
Either we ban teenagers from possessing cell phones or we continue to let thousands of young students fail their classes.,false dilemma
"""He wouldn't make a good president because he looks like a sad muppet.""",ad hominem
Why are you criticizing the Anti-Terror Law? Are you a terrorist?,fallacy of extension
"If you are open to it, love will find you.",equivocation
"Jack: I have tiny, invisible unicorns living in my anus. Nick: How do you figure? Jack: Can you prove that I don't? Nick: No. Jack: Then I do.",intentional
Speaker 1: I think marijuana should be legalized. It would be better for the country if we didn’t have this drug war. Speaker 2: Of course you think that. You’re a pothead.,ad hominem
America:  love it or leave it. Either you’re for us or against us.,false dilemma
I bought new shoes then my head started itching. I must be allergic to the shoes.,false causality
Look at that face! Could anyone trust that to run the country?,ad hominem
A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.,appeal to emotion
"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" ",fallacy of credibility
"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”",ad populum
"If you eat a good diet, you will never have a heart attack.",faulty generalization
"""I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan. I will rebuild our military to meet future conflicts. But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression. I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease. And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.""  Which appeal is the primary appeal used in this quote?",fallacy of credibility
"X has been around for years now. Y is new. Therefore, Y is better than X.",fallacy of credibility
Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.,faulty generalization
A mother tells her children not to leave the yard because there might be wild animals in the woods.,appeal to emotion
If the country is ever going to be safe from terrorists we have to close the borders.,false causality
"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?",faulty generalization
Politician: We have to decide if we are going to support school choice or if we are going to support failing schools. Those are the only two options.,false dilemma
"If we allow Susan to leave early, soon we'll be giving everyone Friday afternoon off.",faulty generalization
"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.",ad hominem
Reduce complicated issues to only two possible courses of action.,false dilemma
The secretary claims that mining is doing more harm than good to the environment and to the people. The pro-mining politicians accused her of being anti-poor who values the life of a tree more than the life of miners whose only source of income is mining.,fallacy of extension
(Are the things being compared even similar? Does that prove anything?),fallacy of logic
We should move to the Midwest because Mujtaba from the Wall Street Journal says the cost of living is cheaper there.,fallacy of credibility
"Green Peace's strategies aren't effective because they are all dirty, lazy hippies.",ad hominem
"Evolution cannot be true. If it were true, we’d all be smelly apes.",appeal to emotion
Everyone does it.  You should too.,ad populum
Are you one of those stupid religious people that reject science?,intentional
"I know you don't like the cat sweater that Grandma knitted for you, but she worked so hard on it, and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
Passing federal laws to control the amount of violence in music is the first step in a process that will result in absolute government control of the media and total censorship over all forms of artistic expression.,faulty generalization
"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.” Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”",ad hominem
You're clearly just too young to understand what’s happening.,ad hominem
A parent who says that the teacher doesn't know how to teach because she graduated from a community college.,ad hominem
"If you don't pay taxes, you don't deserve the right to vote.",false dilemma
The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.,ad hominem
What is the appeal being used through this sad little girl?,appeal to emotion
"My opponent is an untrustworthy liar and an idiot. Therefore, you should believe me.",ad hominem
"""The only solutions I can see to climate change is either mass extinction of humans, or passing this green bill.""",false dilemma
A few students are misbehaving...therefore the whole class is bad.,faulty generalization
"Dr. Simmons: I am working on a way to lengthen the human lifespan to about 200 years. Misty: You are declaring war on Mother Nature, and Mother Nature always wins!",equivocation
"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a textbook in my medical exam.",fallacy of logic
We can have Sally as our soldier or we can have Brittany be the queen of the kingdom.,false dilemma
"Two of my best friends are really introverted, shy people, and they both have cats. That leads to me believe that most cat lovers are really shy.",faulty generalization
"""Standardized dress should be used in schools because kids should wear standardized dress.""",circular reasoning
“The economy has improved greatly because of the new president.”,false causality
Look at that face! Would anyone vote for that? Can you imagine that as the face of our next president?,ad hominem
Why worry about taking attendance when there are so many starving children in the world?,fallacy of relevance
Two words: New Coke.,fallacy of credibility
"You never even finished law school, so why should I trust you to watch my children?",ad hominem
"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die.",circular reasoning
I don’t see what’s wrong with engaging the services of a professional escort.,appeal to emotion
"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised.",intentional
Using the second amendment as justification to allow civilians to own nuclear submarines.,faulty generalization
Terrorists must not be given the chance to invade our beloved country.,ad populum
"Coke is not as healthy for you as Pepsi. Besides, Britney Spears drinks Pepsi, so it must be healthier than Coke.",fallacy of credibility
"appealing to the Supreme Judge of the world, with a firm reliance on the protection of divine providence",fallacy of credibility
a movie reviewer who dislikes a Tom Cruise movie because of the actor's religion and tries to impose negative bias in the audience members' minds before they see the film.,ad hominem
"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender.",ad hominem
We believe on what we believe in.,intentional
God exists because the Bible says so. The Bible is a reliable source because it is the  word of God.,circular reasoning
I met a tall man who loved to eat cheese. Now I believe that all tall people like cheese.,faulty generalization
"My philosophy professor believes in ghosts and goes to séances. She’s an intelligent, educated, person, so ghosts must be real, and spiritualism must be true.",fallacy of credibility
We think this new MallTime game app will be a success because all little girls like shopping.,faulty generalization
"If we allow a housing development to be built on Sunny Lake, a resort will come next, and soon we won’t have any wilderness left!",faulty generalization
Some people say that the coronavirus is dangerous. Others say that it is not dangerous. That must mean that some coronavirus vaccinations are fine while others are not.,fallacy of relevance
"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!",faulty generalization
We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.,fallacy of relevance
A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.,fallacy of credibility
"Don’t waste food, people in Marawi are suffering because of hunger.",appeal to emotion
You appealed to popularity or the fact that many people do something as an attempted form of validation.,ad populum
"Every day, I eat cereal for breakfast. One time, I had a muffin instead, and there was a major earthquake in my city. I've eaten cereal ever since.",false causality
"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",faulty generalization
"Every time I wash my car, it rains the next day. My car washing definitely affects the weather.",false causality
"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection.",false causality
"We need to stop allowing colleges to increase tuition every year. The next thing we know, it's going to cost more to attend college for one semester than it is to buy a new home!",faulty generalization
"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%.",appeal to emotion
You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.,false causality
Every girl I've dated has been a nurse. I must only be compatible with nurses!,false causality
What’s the point of living?  We’re all going to die anyway.,intentional
"""She is the best candidate for president because she is better than the other candidates!""",circular reasoning
"In the United States, one can vote for either Democrats or Republicans.",false dilemma
A: “We need to move towards self-driving cars as the next step in greater road safety.” B: “But what about the self-driving Uber that didn’t stop and killed a pedestrian in Arizona?”,fallacy of extension
"It says in the Bible that God exists. Since the Bible is God's word, and God never speaks falsely, then everything in the Bible must be true. So, God must exist.",circular reasoning
"I'm tailgating her, because she cut me off!",fallacy of relevance
"All lions are animals. All cats are animals. Therefore, all lions are cats.",fallacy of logic
"If we let our child out of his room, eventually he will want to leave the house, and will end up on the street. If he is walking around on the street then he will be snatched up by a stranger and sold into slavery in a remote region on the World.",faulty generalization
"Bill: ""You know, those feminists all hate men."" Joe: ""Really?"" Bill: ""Yeah. I was in my philosophy class the other day and that Rachel chick gave a presentation."" Joe: ""Which Rachel?"" Bill: ""You know her. She's the one that runs that feminist group over at the Women's Center. She said that men are all sexist pigs. I asked her why she believed this and she said that her last few boyfriends were real sexist pigs. "" Joe: ""That doesn't sound like a good reason to believe that all of us are pigs."" Bill: ""That was what I said."" Joe: ""What did she say?"" Bill: ""She said that she had seen enough of men to know we are all pigs. She obviously hates all men."" Joe: ""So you think all feminists are like her?"" Bill: ""Sure. They all hate men.""",faulty generalization
"Holly said that vaccinations caused autism in children, but her scientifically well-read friend Caleb said that this claim had been debunked and proven false. Their friend Alice offered a compromise that vaccinations must cause some autism, just not all autism.",fallacy of relevance
“I don’t understand why you’re saying I broke a promise. I said I’d never speak again to my ex-girlfriend. And I didn’t. I just sent her a quick text.”,equivocation
"""Jose, join us because everybody will come to the party and only you will be left behind.""",ad populum
"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country. Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",ad hominem
Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,appeal to emotion
"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best.""",fallacy of credibility
"If you told a person, ""I think we should all stay inside to bend the curve of COVID-19"" and they replied, ""so I guess you want people to lose their jobs then,""",fallacy of extension
"Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes.",faulty generalization
The music industry must either raise album prices or reduce pay for technicians and producers.,false dilemma
You should give me a promotion. I have a lot of debt and am behind on my rent.,appeal to emotion
We cannot approve of this recycling idea. It was thought of by a bunch of hippie communist weirdos.,ad hominem
Regime vs. government Pro-death vs. pro-choice,appeal to emotion
"This herbal supplement is made from a plant that grows in Zambia. It must be healthier than taking that medication, which is full of chemicals I can't pronounce.",fallacy of credibility
Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?,circular reasoning
I am only slightly obese.  That is perfectly normal here in America.,intentional
"""How am I to get in?"" asked Alice again, in a louder tone.""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",intentional
Quite the contrary: The Senator thinks the environment is such a wreck that no one's car choice or driving habits would make the slightest difference.,fallacy of extension
"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
Politician Running for Public Office: You can all trust what I say. I have never lied in my life.,circular reasoning
"I know three redheads who have terrible tempers, and since Annabel has red hair, I’ll bet she has a terrible temper too.",faulty generalization
Don't believe what Kim says about global warming. Kim dropped out of college!,ad hominem
"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein.",false causality
A lion is a cat and cats are good pets so a lion must be a good pet.,faulty generalization
Putting teenagers in sex-education classes is like taking an alcoholic to a bar.,fallacy of logic
"Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid.",ad hominem
You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].,circular reasoning
Photo shows flying saucer,fallacy of logic
"Bill: I think capital punishment is wrong. Adam: No it isn't. If it was wrong, it wouldn't be legal",circular reasoning
"""The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him.""",ad hominem
The speaker insinuates that there are only two options despite this not being true.,false dilemma
"I deserve to have a later curfew, so you should let me stay out until 10pm!",circular reasoning
"No animals are insects. No insects are dogs. Therefore, no dogs are animals.",fallacy of logic
"It is possible aliens built the pyramids. Therefore, aliens built the pyramids.",fallacy of logic
Explaining that trusting the other politician will cause everyone to lose their homes and jobs,appeal to emotion
You moved the goalposts or made up an exception when your claim was shown to be false.,intentional
Either we go to war or we appear weak.,false dilemma
"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow.",false causality
"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed.",fallacy of credibility
", or a group of people think, in order to persuade one to think the same way.",ad populum
"Judge Danforth in the play, 'The Crucible,' offers Proctor two choice: you are either with this court or against it.",false dilemma
Researchers are frauds who don’t earn their salaries,ad hominem
The dinosaurs became extinct because they ate vegetables...,false causality
Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country. Speaker 2: Why are you worried about poverty? Look how many children we abort every day.,fallacy of relevance
"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was.",equivocation
"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.",ad hominem
"Dr. McKenzie said all kids can fly, so it must be true!",fallacy of credibility
